,movie_title,genres,language,title_year,duration,imdb_score,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western,is_english
2134,Death at a Funeral ,Comedy,English,2007.0,87.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2135,Teenage Mutant Ninja Turtles III ,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,English,1993.0,96.0,4.8,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
2136,Hardball ,Drama|Sport,English,2001.0,106.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2137,Silver Linings Playbook ,Comedy|Drama|Romance,English,2012.0,122.0,7.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2138,Freedom Writers ,Biography|Crime|Drama,English,2007.0,123.0,7.5,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2140,The Transporter ,Action|Crime|Thriller,English,2002.0,92.0,6.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2141,Never Back Down ,Action|Drama|Sport,English,2008.0,110.0,6.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2142,The Rage: Carrie 2 ,Horror|Sci-Fi|Thriller,English,1999.0,104.0,4.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2144,Away We Go ,Comedy|Drama|Romance,English,2009.0,98.0,7.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2145,Swing Vote ,Comedy|Drama,English,2008.0,120.0,6.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2146,Moonlight Mile ,Drama|Romance,English,2002.0,112.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2147,Tinker Tailor Soldier Spy ,Drama|Mystery|Thriller,English,2011.0,127.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2149,The Beaver ,Drama,English,2011.0,91.0,6.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2151,eXistenZ ,Horror|Sci-Fi|Thriller,English,1999.0,115.0,6.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2152,Raiders of the Lost Ark ,Action|Adventure,English,1981.0,115.0,8.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2153,Home Alone 2: Lost in New York ,Adventure|Comedy|Family,English,1992.0,120.0,6.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2154,Close Encounters of the Third Kind ,Drama|Sci-Fi,English,1977.0,135.0,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2155,Pulse ,Drama|Horror|Sci-Fi|Thriller,English,2006.0,90.0,4.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2156,Beverly Hills Cop II ,Action|Comedy|Crime|Thriller,English,1987.0,100.0,6.4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2157,Bringing Down the House ,Comedy,English,2003.0,105.0,5.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2158,The Silence of the Lambs ,Crime|Drama|Horror|Thriller,English,1991.0,138.0,8.6,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2159,Wayne's World ,Comedy|Music,English,1992.0,94.0,7.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2160,Jackass 3D ,Action|Comedy|Documentary,English,2010.0,101.0,7.1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2161,Jaws 2 ,Adventure|Horror|Thriller,English,1978.0,131.0,5.7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2162,Beverly Hills Chihuahua ,Adventure|Comedy|Drama|Family|Romance,English,2008.0,91.0,3.7,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2163,The Conjuring ,Horror|Mystery|Thriller,English,2013.0,112.0,7.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2164,Are We There Yet? ,Adventure|Comedy|Family|Romance,English,2005.0,95.0,4.6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2165,Tammy ,Comedy,English,2014.0,100.0,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2166,Disturbia ,Drama|Mystery|Thriller,English,2007.0,105.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2167,School of Rock ,Comedy|Music,English,2003.0,108.0,7.1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2168,Mortal Kombat ,Action|Adventure|Fantasy|Sci-Fi|Thriller,English,1995.0,101.0,5.8,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2169,Wicker Park ,Drama|Mystery|Romance|Thriller,English,2004.0,114.0,7.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2170,White Chicks ,Comedy|Crime,English,2004.0,109.0,5.4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2171,The Descendants ,Comedy|Drama,English,2011.0,115.0,7.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2172,Holes ,Adventure|Comedy|Drama|Family|Mystery,English,2003.0,117.0,7.1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1
2173,The Last Song ,Drama|Family|Music|Romance,English,2010.0,107.0,5.8,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2174,12 Years a Slave ,Biography|Drama|History,English,2013.0,134.0,8.1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2175,Drumline ,Comedy|Drama|Music|Romance,English,2002.0,118.0,5.7,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2177,Edward Scissorhands ,Fantasy|Romance,English,1990.0,105.0,7.9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2178,Me Before You ,Drama|Romance,English,2016.0,110.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2180,The French Connection ,Action|Crime|Drama|Thriller,English,1971.0,104.0,7.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2182,Date Movie ,Comedy|Romance,English,2006.0,85.0,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2183,Return to Never Land ,Adventure|Animation|Family|Fantasy,English,2002.0,72.0,5.8,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
2184,Selma ,Biography|Drama|History,English,2014.0,128.0,7.5,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2185,The Jungle Book 2 ,Adventure|Animation|Family|Musical,English,2003.0,72.0,5.4,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2186,Boogeyman ,Drama|Horror|Mystery|Thriller,English,2005.0,89.0,4.1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2187,Premonition ,Drama|Mystery|Thriller,English,2007.0,96.0,5.9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2188,The Tigger Movie ,Animation|Comedy|Drama|Family|Musical,English,2000.0,77.0,6.3,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2189,Orphan ,Horror|Mystery|Thriller,English,2009.0,123.0,7.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2190,Max ,Adventure|Family,English,2015.0,111.0,6.8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2192,Epic Movie ,Adventure|Comedy,English,2007.0,93.0,2.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2193,Conan the Barbarian ,Adventure|Fantasy,English,1982.0,129.0,6.9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2194,Spotlight ,Biography|Crime|Drama|History,English,2015.0,128.0,8.1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2195,Lakeview Terrace ,Crime|Drama|Thriller,English,2008.0,110.0,6.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2196,The Grudge 2 ,Horror|Thriller,English,2006.0,137.0,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2198,Bill & Ted's Bogus Journey ,Adventure|Comedy|Fantasy|Music|Sci-Fi,English,1991.0,93.0,6.2,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
2199,Man of the Year ,Comedy|Drama|Romance|Thriller,English,2006.0,115.0,6.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2200,The Black Hole ,Action|Sci-Fi,English,1979.0,98.0,5.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2201,The American ,Crime|Drama|Thriller,English,2010.0,105.0,6.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2202,Selena ,Biography|Drama|Music,English,1997.0,127.0,6.7,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2203,Vampires Suck ,Comedy,English,2010.0,82.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2204,Babel ,Drama,English,2006.0,143.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2205,This Is Where I Leave You ,Comedy|Drama,English,2014.0,103.0,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2206,Doubt ,Drama|Mystery,English,2008.0,104.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2207,Team America: World Police ,Action|Comedy,English,2004.0,98.0,7.2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2208,Texas Chainsaw 3D ,Horror|Thriller,English,2013.0,92.0,4.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2209,Copycat ,Crime|Drama|Mystery|Thriller,English,1995.0,123.0,6.6,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2210,Scary Movie 5 ,Comedy,English,2013.0,88.0,3.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2211,Paint Your Wagon ,Comedy|Drama|Musical|Romance|Western,English,1969.0,158.0,6.7,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1
2212,Milk ,Biography|Drama|History,English,2008.0,128.0,7.6,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2213,Risen ,Action|Adventure|Drama|Mystery,English,2016.0,107.0,6.3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
2214,Ghost Ship ,Horror,English,2002.0,91.0,5.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2215,A Very Harold & Kumar 3D Christmas ,Adventure|Comedy,English,2011.0,90.0,6.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2216,Wild Things ,Crime|Drama|Mystery|Thriller,English,1998.0,115.0,6.5,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2217,The Stepfather ,Crime|Thriller,English,2009.0,101.0,5.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2218,The Debt ,Drama|Thriller,English,2010.0,113.0,6.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2219,High Fidelity ,Comedy|Drama|Music|Romance,English,2000.0,113.0,7.6,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
2220,One Missed Call ,Horror|Mystery,English,2008.0,87.0,3.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2221,Eye for an Eye ,Crime|Drama|Thriller,English,1996.0,101.0,6.1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2222,The Bank Job ,Crime|Drama|Romance|Thriller,English,2008.0,111.0,7.3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2223,Eternal Sunshine of the Spotless Mind ,Drama|Fantasy|Romance|Sci-Fi,English,2004.0,108.0,8.3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1
2224,You Again ,Comedy|Family|Romance,English,2010.0,105.0,5.8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2225,Street Kings ,Action|Crime|Drama|Thriller,English,2008.0,109.0,6.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2226,The World's End ,Action|Comedy|Sci-Fi,English,2013.0,109.0,7.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2227,Nancy Drew ,Comedy|Crime|Family|Mystery|Romance|Thriller,English,2007.0,99.0,5.9,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1
2228,Daybreakers ,Action|Horror|Sci-Fi|Thriller,English,2009.0,98.0,6.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2229,She's Out of My League ,Comedy|Romance,English,2010.0,104.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2230,Monte Carlo ,Adventure|Comedy|Family|Romance,English,2011.0,109.0,5.8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2231,Stay Alive ,Horror|Thriller,English,2006.0,75.0,5.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2232,Quigley Down Under ,Action|Adventure|Drama|Romance|Western,English,1990.0,119.0,6.8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2233,Alpha and Omega ,Adventure|Animation|Comedy|Family|Romance,English,2010.0,90.0,5.3,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2234,The Covenant ,Action|Fantasy|Horror|Thriller,English,2006.0,97.0,5.3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
2235,Stick It ,Comedy|Drama|Sport,English,2006.0,103.0,6.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2237,To Die For ,Comedy|Crime|Drama,English,1995.0,106.0,6.8,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2239,Appaloosa ,Crime|Drama|Western,English,2008.0,115.0,6.8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2240,Vampires ,Action|Horror|Thriller,English,1998.0,104.0,6.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2242,Psycho ,Horror|Mystery|Thriller,English,1960.0,108.0,8.5,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2243,My Best Friend's Girl ,Comedy|Romance,English,2008.0,112.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2244,Endless Love ,Drama|Romance,English,2014.0,104.0,6.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2245,Georgia Rule ,Comedy|Drama,English,2007.0,113.0,5.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2247,Ladyhawke ,Adventure|Comedy|Drama|Fantasy,English,1985.0,121.0,7.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2248,Simon Birch ,Comedy|Drama|Family,English,1998.0,114.0,6.9,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2249,Reign Over Me ,Drama,English,2007.0,124.0,7.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2250,Into the Wild ,Adventure|Biography|Drama,English,2007.0,148.0,8.2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2251,School for Scoundrels ,Comedy,English,2006.0,108.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2252,Silent Hill: Revelation 3D ,Adventure|Drama|Horror|Mystery|Thriller,English,2012.0,95.0,5.0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2253,From Dusk Till Dawn ,Crime|Fantasy|Horror,English,1996.0,108.0,7.3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
2255,Home for the Holidays ,Comedy|Drama|Romance,English,1995.0,103.0,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2256,Kung Fu Hustle ,Action|Comedy|Crime|Fantasy,Cantonese,2004.0,99.0,7.8,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2259,The Kite Runner ,Drama,Dari,2007.0,128.0,7.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2260,21 Grams ,Drama,English,2003.0,124.0,7.7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2261,Paparazzi ,Action|Crime|Drama|Thriller,English,2004.0,84.0,5.8,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2262,Twilight ,Drama|Fantasy|Romance,English,2008.0,122.0,5.2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2263,A Guy Thing ,Comedy|Romance,English,2003.0,101.0,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2264,Loser ,Comedy|Romance,English,2000.0,98.0,5.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2265,Capitalism: A Love Story ,Crime|Documentary|News,English,2009.0,105.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2267,Secret in Their Eyes ,Crime|Drama|Mystery|Thriller,English,2015.0,111.0,6.2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2268,Disaster Movie ,Comedy,English,2008.0,88.0,1.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2269,Armored ,Action|Crime|Thriller,English,2009.0,88.0,5.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2270,The Man Who Knew Too Little ,Action|Comedy|Crime|Thriller,English,1997.0,94.0,6.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2271,What's Your Number? ,Comedy|Romance,English,2011.0,117.0,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2272,Lockout ,Action|Adventure|Sci-Fi|Thriller,English,2012.0,95.0,6.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2273,Envy ,Comedy,English,2004.0,99.0,4.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2274,Crank: High Voltage ,Action|Crime|Sci-Fi|Thriller,English,2009.0,96.0,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2275,Bullets Over Broadway ,Comedy|Crime,English,1994.0,98.0,7.5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2277,The Quiet American ,Drama|Mystery|Romance|Thriller|War,English,2002.0,101.0,7.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,1
2278,The Weather Man ,Comedy|Drama,English,2005.0,102.0,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2279,Undisputed ,Action|Crime|Drama|Sport,English,2002.0,94.0,6.1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2280,Ghost Town ,Comedy|Drama|Fantasy|Romance,English,2008.0,102.0,6.7,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
2281,12 Rounds ,Action|Crime|Thriller,English,2009.0,108.0,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2282,Let Me In ,Drama|Fantasy|Horror|Mystery,English,2010.0,116.0,7.2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1
2284,Be Kind Rewind ,Comedy,English,2008.0,102.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2285,Mrs Henderson Presents ,Comedy|Drama|Music|War,English,2005.0,103.0,7.1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2286,Triple 9 ,Action|Crime|Drama|Thriller,English,2016.0,115.0,6.3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2287,Deconstructing Harry ,Comedy,English,1997.0,96.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2288,Three to Tango ,Comedy|Romance,English,1999.0,98.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2289,Burnt ,Comedy|Drama,English,2015.0,101.0,6.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2290,We're No Angels ,Comedy|Crime,English,1989.0,106.0,6.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2291,Everyone Says I Love You ,Comedy|Musical|Romance,English,1996.0,101.0,6.8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
2292,Death at a Funeral ,Comedy,English,2007.0,87.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2293,Death Sentence ,Action|Crime|Thriller,English,2007.0,111.0,6.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2294,Everybody's Fine ,Adventure|Drama,English,2009.0,99.0,7.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2295,Superbabies: Baby Geniuses 2 ,Comedy|Family|Sci-Fi,English,2004.0,88.0,1.9,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
2296,The Man ,Action|Comedy|Crime,English,2005.0,83.0,5.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2297,Code Name: The Cleaner ,Action|Comedy|Crime,English,2007.0,91.0,4.5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2300,Inherent Vice ,Comedy|Crime|Drama|Mystery|Romance,English,2014.0,148.0,6.7,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
2305,Machete Kills ,Action|Comedy|Crime|Thriller,English,2013.0,107.0,5.6,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2306,Willard ,Drama|Horror|Sci-Fi|Thriller,English,2003.0,100.0,6.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
2307,Strange Wilderness ,Adventure|Comedy,English,2008.0,87.0,5.3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2308,Topsy-Turvy ,Biography|Comedy|Drama|History|Music|Musical,English,1999.0,154.0,7.4,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
2309,Little Boy ,Drama|War,English,2015.0,106.0,7.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2310,A Dangerous Method ,Biography|Drama|Thriller,English,2011.0,99.0,6.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2311,A Scanner Darkly ,Animation|Drama|Mystery|Sci-Fi|Thriller,English,2006.0,100.0,7.1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1
2312,Chasing Mavericks ,Biography|Drama|Sport,English,2012.0,116.0,7.2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2313,Alone in the Dark ,Horror|Sci-Fi,English,2005.0,94.0,2.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2314,Bandslam ,Comedy|Drama|Family|Music|Romance,English,2009.0,111.0,6.4,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1
2315,Birth ,Drama|Mystery|Romance|Thriller,English,2004.0,100.0,6.1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1
2316,A Most Violent Year ,Action|Crime|Drama|Thriller,English,2014.0,125.0,7.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2318,Flash of Genius ,Biography|Drama,English,2008.0,119.0,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2319,I'm Not There. ,Biography|Drama|Music,English,2007.0,135.0,7.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2320,The Cold Light of Day ,Action|Thriller,English,2012.0,93.0,4.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2321,The Brothers Bloom ,Adventure|Comedy|Drama|Romance,English,2008.0,114.0,6.9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2322,"Synecdoche, New York ",Comedy|Drama|Romance,English,2008.0,124.0,7.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
2323,Princess Mononoke ,Adventure|Animation|Fantasy,Japanese,1997.0,134.0,8.4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2326,The Proposition ,Crime|Drama|Western,English,2005.0,104.0,7.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2329,Equilibrium ,Action|Drama|Sci-Fi|Thriller,English,2002.0,107.0,7.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2331,The Yards ,Crime|Drama|Romance|Thriller,English,2000.0,115.0,6.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2332,The Oogieloves in the Big Balloon Adventure ,Adventure|Family|Fantasy|Musical,English,2012.0,88.0,6.7,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
